,word,sentence,word_sense,label,definitions,M-T,defs_means,ds_means,phy,img,conc,nb17,prec,IC,phy_ds,img_ds,conc_ds,nb17_ds,prec_ds,IC_ds
321,fuel,"These pipes stretching thinly in a bridge across the service road injected a mix of chemicals into the walls of the furnace itself ; did I know that fuel was only used in the start-up process , after which the chemicals themselves provided the fire ?",a substance that can be consumed to produce energy,0.0,stimulate,0.0,"{'physicality': 3.288971983907759, 'imageability': 3.96430875653067, 'concreteness': 2.838320492425558, 'nb17': 0.09180745, 'precision': 1.0, 'precision_IC': 0.0}","{'physicality': 2.121586374000996, 'imageability': 3.635671886185722, 'concreteness': 2.7206997627118326, 'nb17': 0.105468124, 'precision': 3.2857142857142856, 'precision_IC': 0.2672530383179665}",3.288971983907759,3.96430875653067,2.838320492425558,0.09180745,1.0,0.0,2.121586374000996,3.635671886185722,2.720699762711833,0.105468124,3.2857142857142856,0.2672530383179665
337,pig,"In fact , with the development of deep-litter hen houses and intensive pig culture , some such controls are necessary .",domestic swine,0.0,domestic swine,1.0,"{'physicality': 2.751523145100636, 'imageability': 5.046328119506079, 'concreteness': 3.641211390445383, 'nb17': 0.51184684, 'precision': 6.5, 'precision_IC': 10.99986401026266}","{'physicality': 2.751523145100636, 'imageability': 5.046328119506079, 'concreteness': 3.641211390445383, 'nb17': 0.51184684, 'precision': 6.5, 'precision_IC': 10.99986401026266}",2.751523145100636,5.046328119506079,3.641211390445383,0.51184684,6.5,10.99986401026266,2.751523145100636,5.046328119506079,3.641211390445383,0.51184684,6.5,10.99986401026266
338,pig,"In fact , with the development of deep-litter hen houses and intensive pig culture , some such controls are necessary .",domestic swine,0.0,a coarse obnoxious person,0.0,"{'physicality': 2.5493720488052976, 'imageability': 3.8961971567010423, 'concreteness': 3.0169407560272377, 'nb17': 0.06989713, 'precision': 4.0, 'precision_IC': 0.4008795574769497}","{'physicality': 2.751523145100636, 'imageability': 5.046328119506079, 'concreteness': 3.641211390445383, 'nb17': 0.51184684, 'precision': 6.5, 'precision_IC': 10.99986401026266}",2.5493720488052976,3.8961971567010414,3.0169407560272377,0.06989713,4.0,0.4008795574769497,2.751523145100636,5.046328119506079,3.641211390445383,0.51184684,6.5,10.99986401026266
339,pig,"In fact , with the development of deep-litter hen houses and intensive pig culture , some such controls are necessary .",domestic swine,0.0,a person regarded as greedy and pig-like,0.0,"{'physicality': 1.8849301458232042, 'imageability': 3.7075443072243863, 'concreteness': 2.560745241678372, 'nb17': 0.03138664, 'precision': 4.4, 'precision_IC': 0.534506076635933}","{'physicality': 2.751523145100636, 'imageability': 5.046328119506079, 'concreteness': 3.641211390445383, 'nb17': 0.51184684, 'precision': 6.5, 'precision_IC': 10.99986401026266}",1.884930145823204,3.7075443072243854,2.560745241678372,0.03138664,4.4,0.534506076635933,2.751523145100636,5.046328119506079,3.641211390445383,0.51184684,6.5,10.99986401026266
340,pig,"In fact , with the development of deep-litter hen houses and intensive pig culture , some such controls are necessary .",domestic swine,0.0,uncomplimentary terms for a policeman,0.0,"{'physicality': 1.822795021045461, 'imageability': 3.543772274659898, 'concreteness': 2.7494329137840707, 'nb17': 0.036092382, 'precision': 5.25, 'precision_IC': 2.965249060261477}","{'physicality': 2.751523145100636, 'imageability': 5.046328119506079, 'concreteness': 3.641211390445383, 'nb17': 0.51184684, 'precision': 6.5, 'precision_IC': 10.99986401026266}",1.822795021045461,3.543772274659898,2.7494329137840707,0.036092382,5.25,2.965249060261477,2.751523145100636,5.046328119506079,3.641211390445383,0.51184684,6.5,10.99986401026266
341,pig,"In fact , with the development of deep-litter hen houses and intensive pig culture , some such controls are necessary .",domestic swine,0.0,mold consisting of a bed of sand in which pig iron is cast,0.0,"{'physicality': 2.0922061783335866, 'imageability': 4.30670198403749, 'concreteness': 3.38077840491661, 'nb17': 0.10003912, 'precision': 6.777777777777778, 'precision_IC': 1.116961988959723}","{'physicality': 2.751523145100636, 'imageability': 5.046328119506079, 'concreteness': 3.641211390445383, 'nb17': 0.51184684, 'precision': 6.5, 'precision_IC': 10.99986401026266}",2.0922061783335866,4.30670198403749,3.38077840491661,0.10003912,6.777777777777778,1.116961988959723,2.751523145100636,5.046328119506079,3.641211390445383,0.51184684,6.5,10.99986401026266
342,pig,"In fact , with the development of deep-litter hen houses and intensive pig culture , some such controls are necessary .",domestic swine,0.0,a crude block of metal,0.0,"{'physicality': 2.1702322873561077, 'imageability': 4.115976269214957, 'concreteness': 3.398009738656279, 'nb17': 0.04586227, 'precision': 6.25, 'precision_IC': 1.3031223204530102}","{'physicality': 2.751523145100636, 'imageability': 5.046328119506079, 'concreteness': 3.641211390445383, 'nb17': 0.51184684, 'precision': 6.5, 'precision_IC': 10.99986401026266}",2.170232287356108,4.115976269214957,3.398009738656279,0.04586227,6.25,1.3031223204530102,2.751523145100636,5.046328119506079,3.641211390445383,0.51184684,6.5,10.99986401026266
343,pig,"In fact , with the development of deep-litter hen houses and intensive pig culture , some such controls are necessary .",domestic swine,0.0,"live like a pig, in squalor",0.0,"{'physicality': 2.1977973086246427, 'imageability': 3.777377617360665, 'concreteness': 2.7111954736857085, 'nb17': 0.045285616, 'precision': 6.4, 'precision_IC': 7.766315459722685}","{'physicality': 2.751523145100636, 'imageability': 5.046328119506079, 'concreteness': 3.641211390445383, 'nb17': 0.51184684, 'precision': 6.5, 'precision_IC': 10.99986401026266}",2.1977973086246427,3.777377617360665,2.7111954736857085,0.045285616,6.4,7.766315459722685,2.751523145100636,5.046328119506079,3.641211390445383,0.51184684,6.5,10.99986401026266
344,pig,"In fact , with the development of deep-litter hen houses and intensive pig culture , some such controls are necessary .",domestic swine,0.0,eat greedily,0.0,"{'physicality': 3.8488006811082034, 'imageability': 5.132592375687857, 'concreteness': 3.4282452160708967, 'nb17': 0.13743387, 'precision': 0.5, 'precision_IC': 7.519515711796306}","{'physicality': 2.751523145100636, 'imageability': 5.046328119506079, 'concreteness': 3.641211390445383, 'nb17': 0.51184684, 'precision': 6.5, 'precision_IC': 10.99986401026266}",3.8488006811082034,5.132592375687857,3.4282452160708967,0.13743387,0.5,7.519515711796306,2.751523145100636,5.046328119506079,3.641211390445383,0.51184684,6.5,10.99986401026266
409,chicken,"The smell released by a pig or chicken farm is indescribable , and can affect 10 square miles of countryside around .",the flesh of a chicken used for food,0.0,the flesh of a chicken used for food,1.0,"{'physicality': 2.396266100281613, 'imageability': 4.353346814105784, 'concreteness': 3.3668598238486265, 'nb17': 0.21897033, 'precision': 5.0, 'precision_IC': 3.415914989663699}","{'physicality': 2.396266100281613, 'imageability': 4.353346814105784, 'concreteness': 3.3668598238486265, 'nb17': 0.21897033, 'precision': 5.0, 'precision_IC': 3.415914989663699}",2.396266100281613,4.353346814105784,3.3668598238486265,0.21897033,5.0,3.415914989663699,2.396266100281613,4.353346814105784,3.3668598238486265,0.21897033,5.0,3.415914989663699
410,chicken,"The smell released by a pig or chicken farm is indescribable , and can affect 10 square miles of countryside around .",the flesh of a chicken used for food,0.0,a domestic fowl bred for flesh or eggs; believed to have been de...,1.0,"{'physicality': 1.941923539356567, 'imageability': 3.9534778128185635, 'concreteness': 2.837248211596547, 'nb17': 0.13417377, 'precision': 4.7272727272727275, 'precision_IC': 1.126495085377677}","{'physicality': 2.396266100281613, 'imageability': 4.353346814105784, 'concreteness': 3.3668598238486265, 'nb17': 0.21897033, 'precision': 5.0, 'precision_IC': 3.415914989663699}",1.941923539356567,3.953477812818564,2.837248211596547,0.13417377,4.727272727272728,1.126495085377677,2.396266100281613,4.353346814105784,3.3668598238486265,0.21897033,5.0,3.415914989663699
411,chicken,"The smell released by a pig or chicken farm is indescribable , and can affect 10 square miles of countryside around .",the flesh of a chicken used for food,0.0,"a person who lacks confidence, is irresolute and wishy-washy",0.0,"{'physicality': 1.7961992842598924, 'imageability': 3.556984283454475, 'concreteness': 2.598107870573861, 'nb17': 0.027648648, 'precision': 5.625, 'precision_IC': 0.16035182299077988}","{'physicality': 2.396266100281613, 'imageability': 4.353346814105784, 'concreteness': 3.3668598238486265, 'nb17': 0.21897033, 'precision': 5.0, 'precision_IC': 3.415914989663699}",1.7961992842598924,3.556984283454475,2.598107870573861,0.027648648,5.625,0.1603518229907798,2.396266100281613,4.353346814105784,3.3668598238486265,0.21897033,5.0,3.415914989663699
412,chicken,"The smell released by a pig or chicken farm is indescribable , and can affect 10 square miles of countryside around .",the flesh of a chicken used for food,0.0,a foolhardy competition; a dangerous activity that is continued ...,0.0,"{'physicality': 1.8620474293367533, 'imageability': 3.2906095193483544, 'concreteness': 2.442406498613496, 'nb17': 0.006933662, 'precision': 4.75, 'precision_IC': 1.9502411159888604}","{'physicality': 2.396266100281613, 'imageability': 4.353346814105784, 'concreteness': 3.3668598238486265, 'nb17': 0.21897033, 'precision': 5.0, 'precision_IC': 3.415914989663699}",1.8620474293367533,3.2906095193483544,2.442406498613496,0.006933662,4.75,1.9502411159888604,2.396266100281613,4.353346814105784,3.3668598238486265,0.21897033,5.0,3.415914989663699
413,chicken,"The smell released by a pig or chicken farm is indescribable , and can affect 10 square miles of countryside around .",the flesh of a chicken used for food,0.0,easily frightened,0.0,"{'physicality': 3.0399592984025094, 'imageability': 3.921029217490876, 'concreteness': 2.3732547915142903, 'nb17': 0.08799835, 'precision': 0.0}","{'physicality': 2.396266100281613, 'imageability': 4.353346814105784, 'concreteness': 3.3668598238486265, 'nb17': 0.21897033, 'precision': 5.0, 'precision_IC': 3.415914989663699}",3.039959298402509,3.921029217490876,2.3732547915142903,0.08799835,0.0,,2.396266100281613,4.353346814105784,3.3668598238486265,0.21897033,5.0,3.415914989663699
434,apart,"So what is so there 's nothing to the other side , just apart from this big room ?",separated or at a distance in place or position or time,0.0,remote and separate physically or socially; ; - W.H.Hudson,1.0,"{'physicality': 2.607208122261365, 'imageability': 4.341170354513747, 'concreteness': 2.7658022841208862, 'nb17': 0.2530064, 'precision': 2.2}","{'physicality': 1.9421446115543028, 'imageability': 3.978592367195476, 'concreteness': 2.8467436548045706, 'nb17': 0.15531527, 'precision': 5.636363636363637}",2.607208122261365,4.341170354513747,2.7658022841208862,0.2530064,2.2,,1.9421446115543028,3.978592367195476,2.8467436548045706,0.15531527,5.636363636363637,
435,apart,"So what is so there 's nothing to the other side , just apart from this big room ?",separated or at a distance in place or position or time,0.0,having characteristics not shared by others; - Vannever Bush,0.0,"{'physicality': 1.9449003761618076, 'imageability': 3.065196932137698, 'concreteness': 2.2314345554084327, 'nb17': 0.1338981, 'precision': 3.5}","{'physicality': 1.9421446115543028, 'imageability': 3.978592367195476, 'concreteness': 2.8467436548045706, 'nb17': 0.15531527, 'precision': 5.636363636363637}",1.944900376161808,3.065196932137698,2.2314345554084327,0.1338981,3.5,,1.9421446115543028,3.978592367195476,2.8467436548045706,0.15531527,5.636363636363637,
436,apart,"So what is so there 's nothing to the other side , just apart from this big room ?",separated or at a distance in place or position or time,0.0,separated or at a distance in place or position or time,1.0,"{'physicality': 1.9421446115543028, 'imageability': 3.978592367195476, 'concreteness': 2.8467436548045706, 'nb17': 0.15531527, 'precision': 5.636363636363637}","{'physicality': 1.9421446115543028, 'imageability': 3.978592367195476, 'concreteness': 2.8467436548045706, 'nb17': 0.15531527, 'precision': 5.636363636363637}",1.9421446115543028,3.978592367195476,2.8467436548045706,0.15531527,5.636363636363637,,1.9421446115543028,3.978592367195476,2.8467436548045706,0.15531527,5.636363636363637,
437,apart,"So what is so there 's nothing to the other side , just apart from this big room ?",separated or at a distance in place or position or time,0.0,not taken into account or excluded from consideration,0.0,"{'physicality': 1.7511538357405314, 'imageability': 3.2424114303671026, 'concreteness': 2.3340675375951947, 'nb17': 0.15581396, 'precision': 4.666666666666667}","{'physicality': 1.9421446115543028, 'imageability': 3.978592367195476, 'concreteness': 2.8467436548045706, 'nb17': 0.15531527, 'precision': 5.636363636363637}",1.7511538357405314,3.2424114303671026,2.3340675375951947,0.15581396,4.666666666666667,,1.9421446115543028,3.978592367195476,2.8467436548045706,0.15531527,5.636363636363637,
438,apart,"So what is so there 's nothing to the other side , just apart from this big room ?",separated or at a distance in place or position or time,0.0,away from another or others,1.0,"{'physicality': 1.8967560976168971, 'imageability': 3.7954878524123585, 'concreteness': 2.659822631095662, 'nb17': 0.26465544, 'precision': 3.0}","{'physicality': 1.9421446115543028, 'imageability': 3.978592367195476, 'concreteness': 2.8467436548045706, 'nb17': 0.15531527, 'precision': 5.636363636363637}",1.896756097616897,3.7954878524123594,2.659822631095662,0.26465544,3.0,,1.9421446115543028,3.978592367195476,2.8467436548045706,0.15531527,5.636363636363637,
439,apart,"So what is so there 's nothing to the other side , just apart from this big room ?",separated or at a distance in place or position or time,0.0,placed or kept separate and distinct as for a purpose,0.0,"{'physicality': 1.6415824573256903, 'imageability': 3.3878971500276025, 'concreteness': 2.4088760904239113, 'nb17': 0.1856182, 'precision': 4.25}","{'physicality': 1.9421446115543028, 'imageability': 3.978592367195476, 'concreteness': 2.8467436548045706, 'nb17': 0.15531527, 'precision': 5.636363636363637}",1.6415824573256903,3.3878971500276025,2.4088760904239117,0.1856182,4.25,,1.9421446115543028,3.978592367195476,2.8467436548045706,0.15531527,5.636363636363637,
440,apart,"So what is so there 's nothing to the other side , just apart from this big room ?",separated or at a distance in place or position or time,0.0,one from the other,1.0,"{'physicality': 1.564130656412308, 'imageability': 3.6886896656544614, 'concreteness': 2.763718550932181, 'nb17': 0.23573187, 'precision': 0.0}","{'physicality': 1.9421446115543028, 'imageability': 3.978592367195476, 'concreteness': 2.8467436548045706, 'nb17': 0.15531527, 'precision': 5.636363636363637}",1.564130656412308,3.688689665654461,2.763718550932181,0.23573187,0.0,,1.9421446115543028,3.978592367195476,2.8467436548045706,0.15531527,5.636363636363637,
441,apart,"So what is so there 's nothing to the other side , just apart from this big room ?",separated or at a distance in place or position or time,0.0,into parts or pieces,1.0,"{'physicality': 2.3323203039850977, 'imageability': 4.66298450827556, 'concreteness': 3.408299900688368, 'nb17': 0.24756017, 'precision': 5.333333333333333}","{'physicality': 1.9421446115543028, 'imageability': 3.978592367195476, 'concreteness': 2.8467436548045706, 'nb17': 0.15531527, 'precision': 5.636363636363637}",2.3323203039850977,4.66298450827556,3.408299900688368,0.24756017,5.333333333333333,,1.9421446115543028,3.978592367195476,2.8467436548045706,0.15531527,5.636363636363637,
474,climb,Got ta climb up that other end .,go upward with gradual or continuous progress,0.0,an upward slope or grade,0.0,"{'physicality': 2.2179774661361185, 'imageability': 4.51441840976378, 'concreteness': 3.243225847199059, 'nb17': 0.22883812, 'precision': 5.0, 'precision_IC': 0.6450128404824959}","{'physicality': 2.3463655526784657, 'imageability': 4.027357597366783, 'concreteness': 2.7536822421968616, 'nb17': 0.1715262, 'precision': 3.1666666666666665, 'precision_IC': 3.6968927834763368}",2.2179774661361185,4.51441840976378,3.243225847199059,0.22883812,5.0,0.6450128404824959,2.3463655526784657,4.027357597366783,2.7536822421968616,0.1715262,3.1666666666666665,3.6968927834763368
475,climb,Got ta climb up that other end .,go upward with gradual or continuous progress,0.0,the act of climbing something,1.0,"{'physicality': 2.007752970261912, 'imageability': 3.7291642281060717, 'concreteness': 2.838662305641006, 'nb17': 0.18820816, 'precision': 5.0, 'precision_IC': 0.5962292078977726}","{'physicality': 2.3463655526784657, 'imageability': 4.027357597366783, 'concreteness': 2.7536822421968616, 'nb17': 0.1715262, 'precision': 3.1666666666666665, 'precision_IC': 3.6968927834763368}",2.007752970261912,3.729164228106072,2.838662305641006,0.18820816,5.0,0.5962292078977726,2.3463655526784657,4.027357597366783,2.7536822421968616,0.1715262,3.1666666666666665,3.6968927834763368
476,climb,Got ta climb up that other end .,go upward with gradual or continuous progress,0.0,go upward with gradual or continuous progress,1.0,"{'physicality': 2.3463655526784657, 'imageability': 4.027357597366783, 'concreteness': 2.7536822421968616, 'nb17': 0.1715262, 'precision': 3.1666666666666665, 'precision_IC': 3.6968927834763368}","{'physicality': 2.3463655526784657, 'imageability': 4.027357597366783, 'concreteness': 2.7536822421968616, 'nb17': 0.1715262, 'precision': 3.1666666666666665, 'precision_IC': 3.6968927834763368}",2.3463655526784657,4.027357597366783,2.7536822421968616,0.1715262,3.1666666666666665,3.6968927834763368,2.3463655526784657,4.027357597366783,2.7536822421968616,0.1715262,3.1666666666666665,3.6968927834763368
477,climb,Got ta climb up that other end .,go upward with gradual or continuous progress,0.0,"move with difficulty, by grasping",1.0,"{'physicality': 2.1683117422282603, 'imageability': 4.103429304000276, 'concreteness': 2.7859405976813165, 'nb17': 0.102565885, 'precision': 3.25, 'precision_IC': 0.0}","{'physicality': 2.3463655526784657, 'imageability': 4.027357597366783, 'concreteness': 2.7536822421968616, 'nb17': 0.1715262, 'precision': 3.1666666666666665, 'precision_IC': 3.6968927834763368}",2.1683117422282603,4.103429304000276,2.7859405976813165,0.102565885,3.25,0.0,2.3463655526784657,4.027357597366783,2.7536822421968616,0.1715262,3.1666666666666665,3.6968927834763368
478,climb,Got ta climb up that other end .,go upward with gradual or continuous progress,0.0,go up or advance,0.0,"{'physicality': 2.1692586833512006, 'imageability': 4.029968374094771, 'concreteness': 2.8368701262105263, 'nb17': 0.21565813, 'precision': 2.75, 'precision_IC': 0.0}","{'physicality': 2.3463655526784657, 'imageability': 4.027357597366783, 'concreteness': 2.7536822421968616, 'nb17': 0.1715262, 'precision': 3.1666666666666665, 'precision_IC': 3.6968927834763368}",2.1692586833512006,4.029968374094771,2.8368701262105263,0.21565813,2.75,0.0,2.3463655526784657,4.027357597366783,2.7536822421968616,0.1715262,3.1666666666666665,3.6968927834763368
479,climb,Got ta climb up that other end .,go upward with gradual or continuous progress,0.0,slope upward,0.0,"{'physicality': 2.805160449583534, 'imageability': 5.079140556604116, 'concreteness': 3.5897417453331624, 'nb17': 0.46868145, 'precision': 2.0, 'precision_IC': 8.484879453266753}","{'physicality': 2.3463655526784657, 'imageability': 4.027357597366783, 'concreteness': 2.7536822421968616, 'nb17': 0.1715262, 'precision': 3.1666666666666665, 'precision_IC': 3.6968927834763368}",2.805160449583534,5.079140556604116,3.5897417453331624,0.46868145,2.0,8.484879453266753,2.3463655526784657,4.027357597366783,2.7536822421968616,0.1715262,3.1666666666666665,3.6968927834763368
480,climb,Got ta climb up that other end .,go upward with gradual or continuous progress,0.0,improve one's social status,0.0,"{'physicality': 2.5601903610362395, 'imageability': 3.7430624688805203, 'concreteness': 2.5656404059977675, 'nb17': 0.06275565, 'precision': 1.5, 'precision_IC': 2.7145308115667426}","{'physicality': 2.3463655526784657, 'imageability': 4.027357597366783, 'concreteness': 2.7536822421968616, 'nb17': 0.1715262, 'precision': 3.1666666666666665, 'precision_IC': 3.6968927834763368}",2.5601903610362395,3.74306246888052,2.5656404059977675,0.06275565,1.5,2.7145308115667426,2.3463655526784657,4.027357597366783,2.7536822421968616,0.1715262,3.1666666666666665,3.6968927834763368
481,climb,Got ta climb up that other end .,go upward with gradual or continuous progress,0.0,increase in value or to a higher point,0.0,"{'physicality': 1.7394998913179922, 'imageability': 3.5725409860531627, 'concreteness': 2.6421022957312155, 'nb17': 0.13018714, 'precision': 4.857142857142857, 'precision_IC': 1.3572654057833713}","{'physicality': 2.3463655526784657, 'imageability': 4.027357597366783, 'concreteness': 2.7536822421968616, 'nb17': 0.1715262, 'precision': 3.1666666666666665, 'precision_IC': 3.6968927834763368}",1.7394998913179922,3.5725409860531627,2.6421022957312155,0.13018714,4.857142857142857,1.3572654057833713,2.3463655526784657,4.027357597366783,2.7536822421968616,0.1715262,3.1666666666666665,3.6968927834763368
482,sick,"Oh you rotten old pig , you 've been sick .",affected by an impairment of normal physical or mental function,0.0,people who are sick,1.0,"{'physicality': 2.584323121448799, 'imageability': 4.5652238445819044, 'concreteness': 3.038209837979862, 'nb17': 0.32529482, 'precision': 3.3333333333333335, 'precision_IC': 2.8552936861506053}","{'physicality': 2.2583231903858136, 'imageability': 3.6042579065658815, 'concreteness': 2.470241570179923, 'nb17': 0.085132495, 'precision': 3.4444444444444446}",2.584323121448799,4.565223844581904,3.038209837979862,0.32529482,3.333333333333333,2.8552936861506053,2.2583231903858136,3.6042579065658815,2.470241570179923,0.085132495,3.4444444444444446,
483,sick,"Oh you rotten old pig , you 've been sick .",affected by an impairment of normal physical or mental function,0.0,eject the contents of the stomach through the mouth,1.0,"{'physicality': 2.1215744017944775, 'imageability': 4.042729732403482, 'concreteness': 3.138239005689366, 'nb17': 0.023786955, 'precision': 3.2, 'precision_IC': 0.0}","{'physicality': 2.2583231903858136, 'imageability': 3.6042579065658815, 'concreteness': 2.470241570179923, 'nb17': 0.085132495, 'precision': 3.4444444444444446}",2.121574401794477,4.042729732403482,3.138239005689366,0.023786955,3.2,0.0,2.2583231903858136,3.6042579065658815,2.470241570179923,0.085132495,3.4444444444444446,
484,sick,"Oh you rotten old pig , you 've been sick .",affected by an impairment of normal physical or mental function,0.0,affected by an impairment of normal physical or mental function,1.0,"{'physicality': 2.2583231903858136, 'imageability': 3.6042579065658815, 'concreteness': 2.470241570179923, 'nb17': 0.085132495, 'precision': 3.4444444444444446}","{'physicality': 2.2583231903858136, 'imageability': 3.6042579065658815, 'concreteness': 2.470241570179923, 'nb17': 0.085132495, 'precision': 3.4444444444444446}",2.2583231903858136,3.6042579065658815,2.470241570179923,0.085132495,3.4444444444444446,,2.2583231903858136,3.6042579065658815,2.470241570179923,0.085132495,3.4444444444444446,
485,sick,"Oh you rotten old pig , you 've been sick .",affected by an impairment of normal physical or mental function,0.0,feeling nausea; feeling about to vomit,1.0,"{'physicality': 2.962651724687068, 'imageability': 3.8016987230360852, 'concreteness': 2.649956711820843, 'nb17': 0.16096039, 'precision': 4.0}","{'physicality': 2.2583231903858136, 'imageability': 3.6042579065658815, 'concreteness': 2.470241570179923, 'nb17': 0.085132495, 'precision': 3.4444444444444446}",2.962651724687068,3.801698723036085,2.649956711820843,0.16096039,4.0,,2.2583231903858136,3.6042579065658815,2.470241570179923,0.085132495,3.4444444444444446,
486,sick,"Oh you rotten old pig , you 've been sick .",affected by an impairment of normal physical or mental function,0.0,affected with madness or insanity,1.0,"{'physicality': 2.449182457473369, 'imageability': 3.8336811972658156, 'concreteness': 2.3422541743533345, 'nb17': 0.12068796, 'precision': 6.0}","{'physicality': 2.2583231903858136, 'imageability': 3.6042579065658815, 'concreteness': 2.470241570179923, 'nb17': 0.085132495, 'precision': 3.4444444444444446}",2.449182457473369,3.833681197265816,2.3422541743533345,0.12068796,6.0,,2.2583231903858136,3.6042579065658815,2.470241570179923,0.085132495,3.4444444444444446,
487,sick,"Oh you rotten old pig , you 've been sick .",affected by an impairment of normal physical or mental function,0.0,having a strong distaste from surfeit,0.0,"{'physicality': 1.9764767423334362, 'imageability': 3.3371079644561497, 'concreteness': 2.484895820837646, 'nb17': 0.058241967, 'precision': 3.8}","{'physicality': 2.2583231903858136, 'imageability': 3.6042579065658815, 'concreteness': 2.470241570179923, 'nb17': 0.085132495, 'precision': 3.4444444444444446}",1.976476742333436,3.3371079644561497,2.484895820837646,0.058241967,3.8,,2.2583231903858136,3.6042579065658815,2.470241570179923,0.085132495,3.4444444444444446,
488,sick,"Oh you rotten old pig , you 've been sick .",affected by an impairment of normal physical or mental function,0.0,deeply affected by a strong feeling,0.0,"{'physicality': 2.505989638250885, 'imageability': 3.6073339701203344, 'concreteness': 2.3864376499899067, 'nb17': 0.10071483, 'precision': 2.1666666666666665}","{'physicality': 2.2583231903858136, 'imageability': 3.6042579065658815, 'concreteness': 2.470241570179923, 'nb17': 0.085132495, 'precision': 3.4444444444444446}",2.505989638250885,3.6073339701203344,2.3864376499899067,0.10071483,2.1666666666666665,,2.2583231903858136,3.6042579065658815,2.470241570179923,0.085132495,3.4444444444444446,
489,sick,"Oh you rotten old pig , you 've been sick .",affected by an impairment of normal physical or mental function,0.0,shockingly repellent; inspiring horror,0.0,"{'physicality': 3.2615712387883415, 'imageability': 3.394612432898858, 'concreteness': 2.062100290029113, 'nb17': 0.04779373, 'precision': 3.25}","{'physicality': 2.2583231903858136, 'imageability': 3.6042579065658815, 'concreteness': 2.470241570179923, 'nb17': 0.085132495, 'precision': 3.4444444444444446}",3.261571238788341,3.394612432898858,2.062100290029113,0.04779373,3.25,,2.2583231903858136,3.6042579065658815,2.470241570179923,0.085132495,3.4444444444444446,
530,mad,"I take I take , only occasionally I go mad and let ripe and have quite a few , other times I just be on an orange juice and lemonade",affected with madness or insanity,1.0,roused to anger; - Mark Twain,0.0,"{'physicality': 1.8231886233209469, 'imageability': 3.024557742098395, 'concreteness': 2.1505744647851004, 'nb17': 0.071778715, 'precision': 6.5}","{'physicality': 2.449182457473369, 'imageability': 3.8336811972658156, 'concreteness': 2.3422541743533345, 'nb17': 0.23885575, 'precision': 6.0}",1.8231886233209469,3.024557742098395,2.1505744647851004,0.071778715,6.5,,2.449182457473369,3.833681197265816,2.3422541743533345,0.23885575,6.0,
532,mad,"I take I take , only occasionally I go mad and let ripe and have quite a few , other times I just be on an orange juice and lemonade",affected with madness or insanity,1.0,marked by uncontrolled excitement or emotion,1.0,"{'physicality': 2.7182209376514113, 'imageability': 3.9105336944894495, 'concreteness': 2.4421409244277528, 'nb17': 0.09807079, 'precision': 3.6666666666666665}","{'physicality': 2.449182457473369, 'imageability': 3.8336811972658156, 'concreteness': 2.3422541743533345, 'nb17': 0.23885575, 'precision': 6.0}",2.7182209376514117,3.9105336944894495,2.4421409244277528,0.09807079,3.6666666666666665,,2.449182457473369,3.833681197265816,2.3422541743533345,0.23885575,6.0,
533,mad,"I take I take , only occasionally I go mad and let ripe and have quite a few , other times I just be on an orange juice and lemonade",affected with madness or insanity,1.0,very foolish,1.0,"{'physicality': 1.9982371423957819, 'imageability': 3.1117416082755014, 'concreteness': 1.9558828534804662, 'nb17': 0.22939777, 'precision': 0.0}","{'physicality': 2.449182457473369, 'imageability': 3.8336811972658156, 'concreteness': 2.3422541743533345, 'nb17': 0.23885575, 'precision': 6.0}",1.9982371423957817,3.1117416082755014,1.9558828534804664,0.22939777,0.0,,2.449182457473369,3.833681197265816,2.3422541743533345,0.23885575,6.0,
542,won,Oh I bloody won a bottle wine and I could of won .,win something through one's efforts,0.0,the basic unit of money in South Korea,1.0,"{'physicality': 1.6582235073917004, 'imageability': 3.5800534731287166, 'concreteness': 2.874098068031023, 'nb17': 0.07639236, 'precision': 4.0, 'precision_IC': 0.9762101598078754}","{'physicality': 2.283384432827588, 'imageability': 3.9143651882430164, 'concreteness': 2.627767688592607, 'nb17': 0.15809958, 'precision': 1.75, 'precision_IC': 8.728023671287634}",1.6582235073917004,3.5800534731287166,2.874098068031023,0.07639236,4.0,0.9762101598078754,2.283384432827588,3.914365188243016,2.627767688592607,0.15809958,1.75,8.728023671287634
543,won,Oh I bloody won a bottle wine and I could of won .,win something through one's efforts,0.0,the basic unit of money in North Korea,1.0,"{'physicality': 1.6582235073917004, 'imageability': 3.5800534731287166, 'concreteness': 2.874098068031023, 'nb17': 0.07639236, 'precision': 4.0, 'precision_IC': 0.9762101598078754}","{'physicality': 2.283384432827588, 'imageability': 3.9143651882430164, 'concreteness': 2.627767688592607, 'nb17': 0.15809958, 'precision': 1.75, 'precision_IC': 8.728023671287634}",1.6582235073917004,3.5800534731287166,2.874098068031023,0.07639236,4.0,0.9762101598078754,2.283384432827588,3.914365188243016,2.627767688592607,0.15809958,1.75,8.728023671287634
